Lemma,ID,Eng Gloss,POS,Level,Word source,Ex. ID,Form,Analysis,Example Sentence,Translation,Reference,Topic(s),,,
майор,7709,major,N.Masc.Anim,B2,LM,3,майора,Gen.Sing,Ещё через год он получил звание майора.,A year later he was promoted to major.,_,"люди, учёба/работа",,,
макароны,7710,pasta,N.Inan,B2,"Golosa, LM",1,макароны,Acc.Plur,Хочешь макароны с сыром?,You want macaroni and cheese?,_,"еда, магазин",,,
макароны,7711,pasta,N.Inan,B2,"Golosa, LM",2,макарон,Gen.Plur,"На зиму Алла сделала запас крупы и макарон, сахара и муки.","For the winter Alla made a stock of cereals and pasta, sugar and flour.",_,"еда, магазин",,,
максимум,7712,maximum,N.Masc.Inan,B2,LM,1,максимум,Nom.Sing,Мой максимум зарплаты — восемьдесят тысяч рублей.,My maximum salary was eighty thousand rubles.,_,мера,,,
максимум,7713,maximum,N.Masc.Inan,B2,LM,2,максимуму,Dat.Sing,"Управлять такой компанией нужно осторожно, по максимуму сокращая риски.","It is necessary to manage such a company carefully, maximally reducing risks.",_,мера,,,
максимум,7714,maximum,N.Masc.Inan,B2,LM,3,максимума,Gen.Sing,Температура воздуха в столице достигла исторического максимума — плюс тридцать восемь градусов Цельсия.,The temperature in the capital reached a historic high — plus 38 degrees Celsius.,_,мера,,,
малина,7715,raspberry,N.Fem.Inan,B2,LM,1,малины,Gen.Sing,Бабушка приготовила мне варенье из малины.,Grandma made me raspberry jam.,_,"еда, животные/растения",,,
малина,7716,raspberry,N.Fem.Inan,B2,LM,2,малина,Nom.Sing,Раньше здесь росла сладкая малина.,Sweet raspberries used to grow here.,_,"еда, животные/растения",,,
малыш,7717,child,N.Masc.Anim,B2,LM,1,малыша,Gen.Sing,"Мышцы пятимесячного малыша ещё очень слабые, поэтому нельзя пытаться садить его.","The muscles of a five-month-old baby are still very weak, so you should not try to sit him down.",_,люди,,,
малыш,7718,child,N.Masc.Anim,B2,LM,2,малыш,Nom.Sing,"Если ваш малыш ходил в детский сад, то, скорее всего, у него уже есть базовые социальные навыки.","If your child went to kindergarten, it is likely that he already has basic social skills.",_,люди,,,
малыш,7719,child,N.Masc.Anim,B2,LM,3,малышу,Dat.Sing,"Родители, в первый год жизни только вы можете дать малышу любовь и заботу.","Parents, in the first year of life only you can give your baby love and care.",_,люди,,,
мандарин,7720,tangerine,N.Masc.Inan,B2,LM,1,мандарины,Acc.Plur,У меня аллергия на мандарины.,I'm allergic to tangerines.,_,"еда, магазин",,,
маргарин,7721,margarine,N.Masc.Inan,B2,LM,1,маргарин,Nom.Sing,"Перед добавлением в тесто маргарин должен быть мягким, но не жидким.","Before adding to the dough, margarine should be soft, but not liquid.",_,"еда, магазин",,,
махнуть,7722,wave,V,B2,LM,1,махнул,Perf.Masc.Sing.Past,Он махнул рукой и поехал.,He waved his hand and drove off.,_,люди,,,
махнуть,7723,wave,V,B2,LM,2,махнула,Perf.Fem.Sing.Past,Люба рассмеялась и махнула рукой.,Lyuba laughed and waved her hand.,_,люди,,,
махнуть,7724,wave,V,B2,LM,3,махнёт,Perf.Sing.3,"Стреляй, как только он махнёт рукой.",Shoot as soon as he waves his hand.,_,люди,,,
марокканец,7725,Moroccan,N.Masc.Anim,B2,LM,1,марокканцы,Nom.Plur,"Хотя марокканцы потребляют ничтожно мало вина, королевская династия стимулирует эту отрасль.","Although Moroccans consume negligible amounts of wine, the royal dynasty stimulates this industry.",_,"люди, политика",,,
марокканец,7726,Moroccan,N.Masc.Anim,B2,LM,2,марокканцами,Ins.Plur,Отношения между испанскими солдатами и марокканцами в нашем полку очень враждебные.,The relations between the Spanish soldiers and the Moroccans in our regiment are very hostile.,_,"люди, политика",,,
марокканец,7727,Moroccan,N.Masc.Anim,B2,LM,3,марокканцам,Dat.Plur,Мы приехали в гости к моим друзьям марокканцам.,We came to visit my Moroccan friends.,_,"люди, политика",,,
мастерская,7728,workshop,N.Fem.Inan,B2,LM,1,мастерскую,Acc.Sing,Сергей никому не объявил о своём приезде и сразу же поехал в свою мастерскую.,Sergei did not announce to anyone that he arrived and immediately went to his studio.,_,"люди, учёба/работа",,,
мастерская,7729,workshop,N.Fem.Inan,B2,LM,2,мастерской,Loc.Sing,"Все выходные она проводила в мастерской, рисуя картины.","All the weekends she spent in the studio, painting pictures.",_,"люди, учёба/работа",,,
мастерская,7730,workshop,N.Fem.Inan,B2,LM,3,мастерских,Gen.Plur,"В нашем городе не было подходящих реставрационных мастерских, поэтому пришлось отправлять картину в Москву.","In our city there were no suitable restoration workshops, so I had to send the painting to Moscow.",_,"люди, учёба/работа",,,
материал,7731,material,N.Masc.Inan,B2,LM,1,материалов,Gen.Plur,Расходных материалов должно хватить на десять тысяч страниц при чёрно-белой печати.,Supplies should be enough for ten thousand pages in black and white printing.,_,учёба/работа,,,
материал,7732,material,N.Masc.Inan,B2,LM,2,материала,Gen.Sing,Выбор материала для исследования — первый этап его проведения.,The choice of material for the study is also its first stage.,_,учёба/работа,,,
материал,7733,material,N.Masc.Inan,B2,LM,3,материал,Acc.Sing,Главный редактор отказывался выпускать непроверенный материал.,The editor-in-chief refused to release unverified material.,_,учёба/работа,,,
материальный,7734,material,A,B2,LM,1,материальных,Gen.Plur,За порчу товаров и иных материальных ценностей предусмотрен штраф в размере двадцати тысяч рублей.,The penalty in the amount of twenty thousand rubles is provided for damage of goods and other material values.,_,описание,,,
материальный,7735,material,A,B2,LM,2,материальной,Gen.Fem.Sing,"Компания не несёт материальной ответственности за изменение сроков поездки, произошедших по инициативе клиента.",The company shall not be liable for changes in the dates of the trip if they occurred at the initiative of the client.,_,описание,,,
материальный,7736,material,A,B2,LM,3,материального,Gen.Neut.Sing,Как объективно измерить уровень материального благосостояния человека или семьи?,How to objectively measure the level of material well-being of a person or a family?,_,описание,,,
матрешка,7737,matryoshka,N.Fem.Inan,B2,LM,1,матрёшку,Acc.Sing,На Арбате он купил себе красивую матрёшку.,At Arbat street he bought himself a beautiful matryoshka.,_,магазин,,,
мафия,7738,mafia,N.Fem.Inan,B2,LM,1,мафия,Nom.Sing,"Город засыпает, просыпается мафия.","When the city falls asleep, the mafia wakes up.",_,"люди, политика",,,
мафия,7739,mafia,N.Fem.Inan,B2,LM,2,мафии,Gen.Sing,"Так как Сицилия считается центром всемирной мафии, то бизнес мы там решили не вести.","Since Sicily is considered the center of the world mafia, we decided not to conduct business there.",_,"люди, политика",,,
мёрзнуть,7740,freeze,V,B2,LM,1,мёрзли,Imperf.Plur.Past,Ноги в новых сапогах сильно мёрзли.,My feet got cold easily in my new boots.,_,"люди, погода",,,
мёрзнуть,7741,freeze,V,B2,LM,2,мёрзнуть,Imperf.Inf,"Чтобы не мёрзнуть, я надела ещё один свитер.",I put on another sweater to keep warm.,_,"люди, погода",,,
мёрзнуть,7742,freeze,V,B2,LM,3,мёрзнут,Imperf.Plur.3,"Пойдём домой, у меня ноги мёрзнут.","Let's go home, my feet are freezing.",_,"люди, погода",,,
мириться,7743,reconcile,V,B2,LM,1,мириться,Imperf.Inf,Он пришёл к Диане мириться — с цветами и тортом.,"He came to Diana to reconcile with her, he took flowers and cake.",_,"люди, общение",,,
мириться,7744,reconcile,V,B2,LM,2,миритесь,Imperf.Plur.2,"Вы только и делаете, что ссоритесь и миритесь, ссоритесь и опять миритесь…","All you do is quarrel and reconcile, quarrel and reconcile again…",_,"люди, общение",,,
мириться,7745,reconcile,V,B2,LM,3,мирился,Imperf.Masc.Sing.Past,"Я часто с ним ссорился, но потом всегда мирился.","I often quarreled with him, but then I always reconciled with him.",_,"люди, общение",,,
мгновение,7746,moment,N.Neut.Inan,B2,LM,1,мгновение,Acc.Sing,"На мгновение мне показалось, что на площади уже стоит новогодняя ёлка.",For a moment it seemed to me that there was a Christmas tree in the square.,_,время,,,
мгновение,7747,moment,N.Neut.Inan,B2,LM,2,мгновений,Gen.Plur,"Она только успокоилась, но через несколько мгновений снова начала плакать.","She had just calmed down, but after a few moments she began to cry again.",_,время,,,
мгновение,7748,moment,N.Neut.Inan,B2,LM,3,мгновениях,Loc.Plur,"Весь смысл жизни в этих коротких мгновениях любви, которую мы ощущаем.",The whole point of life is in these brief moments of love that we feel.,_,время,,,
мгновенный,7749,instant,A,B2,LM,1,мгновенная,Nom.Fem.Sing,Мгновенная реакция Володи спасла Насте жизнь.,Volodya's instant reaction saved Nastya's life.,_,"описание, время",,,
мгновенный,7750,instant,A,B2,LM,2,мгновенными,Ins.Plur,Появившаяся в двадцать первом веке возможность обмена мгновенными сообщениями из любой точки земного шара навсегда изменила человеческое общение.,The opportunity to exchange instant messages from anywhere in the world invented in the 21st century has changed human communication forever.,_,"описание, время",,,
мгновенный,7751,instant,A,B2,LM,3,мгновенным,Ins.Neut.Sing,Он испугал меня своим мгновенным появлением из ниоткуда.,He startled me with his instant appearance out of nowhere.,_,"описание, время",,,
мед,7752,honey,N.Masc.Inan,B2,"MiP, LM, Поехали",1,мёда,Gen.Sing,"Добавь в молоко чайную ложку мёда, это облегчит кашель.","Add a teaspoon of honey to the milk, it will ease the cough.",_,"еда, магазин",,,
мед,7753,honey,N.Masc.Inan,B2,"MiP, LM, Поехали",2,мёд,Nom.Sing,"Это был настоящий башкирский мёд, который прислала мне бабушка.",It was a real Bashkir honey that my grandmother sent me.,_,"еда, магазин",,,
мед,7754,honey,N.Masc.Inan,B2,"MiP, LM, Поехали",3,мёду,Dat.Sing,"Растения, которые опыляют пчёлы в конкретной местности, придают мёду особый вкус.",Plants that are pollinated by bees in a particular area give honey a special taste.,_,"еда, магазин",,,
медаль,7755,medal,N.Fem.Inan,B2,LM,1,медали,Acc.Plur,Наконец пришло время раздавать победителям медали.,It's finally the time to hand out medals to the winners.,_,учёба/работа,,,
медаль,7756,medal,N.Fem.Inan,B2,LM,2,медалью,Ins.Sing,Она окончила школу с золотой медалью.,She graduated from school with a gold medal.,_,учёба/работа,,,
медаль,7757,medal,N.Fem.Inan,B2,LM,3,медаль,Acc.Sing,Кому досталась золотая медаль в плавании на сто метров?,Who got the gold medal in the 100-meter swim?,_,учёба/работа,,,
междометие,7758,interjection,N.Neut.Inan,B2,LM,1,междометием,Ins.Sing,Каждое слово она сопровождала длинным междометием «мммммм».,"She accompanied each word with a long interjection ""mmmmmm"".",_,учёба/работа,,,
мексиканец,7759,Mexican,N.Masc.Anim,B2,"LM, Поехали",1,мексиканца,Gen.Sing,"Я хочу шляпу, как у мексиканца с картины.",I want a hat like the one that a Mexican has in the picture.,_,"люди, политика",,,
мексиканец,7760,Mexican,N.Masc.Anim,B2,"LM, Поехали",2,мексиканцев,Gen.Plur,"Согласно опросу, расходы на отдых сократят шестьдесят пять процентов американцев, семьдесят четыре процента мексиканцев, девятнадцать процентов голландцев и двадцать четыре процента швейцарцев.","65 percent of Americans, 74 percent of Mexicans, 19 percent of Dutch and 24 percent of Swiss will cut down vacation spending, according to the survey.",_,"люди, политика",,,
мелкий,7761,shallow,A,B2,LM,1,мелких,Gen.Plur,В этих джунглях водится много мелких птиц и крупных насекомых.,In this jungle there are many small birds and large insects.,_,"описание, мера",,,
мелкий,7762,shallow,A,B2,LM,2,мелкими,Ins.Plur,Мелкими шажками она начала подходить к краю обрыва.,She began to walk with small steps to the edge of the cliff.,_,"описание, мера",,,
мелкий,7763,shallow,A,B2,LM,3,мелкие,Nom.Plur,Мелкие породы собак лучше всего подходят для содержания в городе.,Small breed dogs are best suited for a city life.,_,"описание, мера",,,
мелодрама,7764,melodrama,N.Fem.Inan,B2,"Golosa, LM",1,мелодрамы,Gen.Sing,"Пережив предательство, главная героиня мелодрамы отправляется в длинное путешествие, чтобы найти смысл жизни.","Having survived betrayal, the main character of the melodrama goes on a long journey to find the meaning of life.",_,свободное время,,,
мелодрама,7765,melodrama,N.Fem.Inan,B2,"Golosa, LM",2,мелодрамами,Ins.Plur,Днём все основные телеканалы заполнены многочисленными мелодрамами.,"During the day, all the main TV channels are filled with numerous melodramas.",_,свободное время,,,
мелодрама,7766,melodrama,N.Fem.Inan,B2,"Golosa, LM",3,мелодрама,Nom.Sing,"Этот фильм не то комедия, не то мелодрама.","This film is either a comedy, or a melodrama.",_,свободное время,,,
