Target language lemma,ID,User language gloss,English gloss,POS,Level,Word source,Ex. ID,Form,Analysis,Target language example sentence,User language translation,English translation,Reference,Topic(s),Lesson,
покушать,9257,eat,,V,B2,LM,2,покушал,Perf.Masc.Sing.Past,В детском саду Миша хорошо покушал.,Misha had a good meal at his kindergarten.,,_,еда,,
покушать,9258,eat,,V,B2,LM,3,покушайте,Perf.Imper.Plur.2,"Покушайте наших деревенских яблок, они очень вкусные.","Try some of our village apples, they are very tasty.",,_,еда,,
помещение,9259,room,,N.Neut.Inan,B2,LM,1,помещения,Gen.Sing,Перенесите оборудование из тёплого помещения в холодное.,Move the equipment from a warm room to a cold one.,,_,жильё,,
помещение,9260,room,,N.Neut.Inan,B2,LM,2,помещение,Acc.Sing,Для проведения праздника организаторы арендовали большое помещение.,The organizers rented a large room for the celebration.,,_,жильё,,
помещение,9261,room,,N.Neut.Inan,B2,LM,3,помещений,Gen.Plur,В одном из помещений архива нашли ценные документы.,Valuable documents were found a room belonging to the archive.,,_,жильё,,
помин,9262,rememberance,,N.Masc.Inan,B2,LM,1,помине,Loc.Sing,В моём детстве никаких мобильных телефонов и в помине не было.,In my childhood there were no mobile phones at all.,,_,"внутренний мир, общение",,
помин,9263,rememberance,,N.Masc.Inan,B2,LM,2,помин,Acc.Sing,На похоронах часто пьют на помин души умершего.,At funerals people often drink to honor the memory of the deceased's soul.,,_,"внутренний мир, общение",,
ползать,9264,crawl,,V,B2,LM,1,ползают,Imperf.Plur.3,"Некоторые змеи ползают не только по земле, но и по деревьям.","Some snakes crawl not only on the ground, but also in trees.",,_,описание,,
ползать,9265,crawl,,V,B2,LM,2,ползает,Imperf.Sing.3,Ребёнок ползает по полу в гостиной.,The baby is crawling on the floor in the living room.,,_,описание,,
ползать,9266,crawl,,V,B2,LM,3,ползали,Imperf.Plur.Past,По дну клетки ползали три змеи.,Three snakes were slithering in the bottom of the cage.,,_,описание,,
ползти,9267,crawl,,V,B2,LM,1,ползли,Imperf.Plur.Past,Пешеходы еле ползли по скользким дорожкам.,Pedestrians barely crawled along the slippery paths.,,_,описание,,
ползти,9268,crawl,,V,B2,LM,2,ползёт,Imperf.Sing.3,"Маша, по твоей руке ползёт жук.","Masha, a bug is crawling on your arm.",,_,описание,,
ползти,9269,crawl,,A,B2,LM,3,ползущий,Imperf.PresentActiveParticiple.Nom.Masc.Sing,"Туман, ползущий с севера, уже накрыл город.",A fog creeping from the north has already covered the city.,,_,описание,,
поливать,9270,water,,V,B2,LM,1,поливать,Imperf.Inf,"Не забывай поливать цветы, пока нас нет дома.",Do not forget to water the flowers while we are away.,,_,животные/растения,,
поливать,9271,water,,V,B2,LM,2,поливает,Imperf.Sing.3,Мама Антона постоянно поливает грязью его друзей.,Anton’s mother keeps slinging dirt at his friends.,,_,животные/растения,,
поливать,9272,water,,V,B2,LM,3,поливал,Imperf.Masc.Sing.Past,Летом дедушка каждый день поливал огород.,Grandfather used to water the garden every day in summer.,,_,животные/растения,,
полюбоваться,9273,admire,,V,B2,LM,1,полюбоваться,Perf.Inf,Я всегда мечтал полюбоваться на Париж.,I have always dreamed of seeing Paris.,,_,"внутренний мир, общение",,
полюбоваться,9274,admire,,V,B2,LM,2,полюбуйся,Perf.Imper.Sing.2,Только полюбуйся на этих хулиганов!,Just look at those thugs!,,_,"внутренний мир, общение",,
полюбоваться,9275,admire,,V,B2,LM,3,полюбовался,Perf.Masc.Sing.Past,Художник немного полюбовался своей картиной и отдал её заказчику.,The artist admired his painting for a little while and then gave it to the customer.,,_,"внутренний мир, общение",,
помахать,9276,wave,,V,B2,LM,1,помахал,Perf.Masc.Sing.Past,Слава помахал друзьям рукой на прощанье. ,Slava waved goodbye to his friends.,,_,общение,,
помахать,9277,wave,,V,B2,LM,2,помахают,Perf.Plur.3,,,,_,_,,
помахать,9278,wave,,V,B2,LM,3,помахали,Perf.Plur.Past,"Увидев приятеля, сёстры помахали ему рукой.",The sisters saw a friend and waved at him.,,_,общение,,
поменяться,9279,switch,,V,B2,LM,1,поменялось,Perf.Neut.Sing.Past,"Многое поменялось с тех пор, как мы уехали отсюда.",A lot has changed since we left this place.,,_,"время, описание",,
поменяться,9280,switch,,V,B2,LM,2,поменялись,Perf.Plur.Past,Близнецы незаметно поменялись местами.,The twins switched places without being noticed.,,_,"время, описание",,
поменяться,9281,switch,,V,B2,LM,3,поменяться,Perf.Inf,В поезде я бы хотела поменяться местами с соседом., I would have liked to swap places with the person next to me on the train.,,_,"время, описание",,
помириться,9282,make peace,,V,B2,LM,1,помирились,Perf.Plur.Past,"Мы недавно поссорились, но сейчас уже помирились. ","We had an argument recently, but now we have made up again.",,_,"общение, внутренний мир",,
помириться,9283,make peace,,V,B2,LM,2,помирился,Perf.Masc.Sing.Past,В конце концов Эльдар Рязанов помирился с Войновичем.,"In the end, Eldar Ryazanov made peace with Voinovich.",,_,"общение, внутренний мир",,
помириться,9284,make peace,,V,B2,LM,3,помириться,Perf.Inf,"Виталий хотел помириться с женой, но она оказалось слишком гордой.","Vitali wanted to make peace with his wife, but she was too arrogant.",,_,"общение, внутренний мир",,
